idx	v_val	p_in	p_out	v_vec	time
632	0.2950409916999418	[0.060000000000000005, 0.14999999999999997, 0.02]	[0.57221174 0.         0.        ]	"[1.67785177e-18 0.00000000e+00 0.00000000e+00 1.59218837e-01
 4.55680905e-01 3.85100258e-01 2.35531792e-16]"	7.642311096191406
633	0.2904985908072071	[0.060000000000000005, 0.15999999999999998, 0.0]	[5.05721114e-01 0.00000000e+00 2.24636278e-16]	"[6.03670956e-16 0.00000000e+00 8.43601700e-20 2.42710814e-01
 7.57289186e-01 1.10389565e-14 1.33518760e-15]"	17.698242664337158
634	0.2947540657044455	[0.060000000000000005, 0.15999999999999998, 0.01]	[5.05783045e-01 5.49498802e-17 5.60607222e-17]	"[2.45787317e-17 3.43789080e-21 1.10702065e-20 2.46342902e-01
 7.53657094e-01 2.56187066e-16 1.73475861e-16]"	17.188451290130615
635	0.2986483552551678	[0.060000000000000005, 0.15999999999999998, 0.02]	[1.00000000e+00 3.35575676e-18 0.00000000e+00]	"[0.00000000e+00 3.08512131e-20 2.50183744e-16 3.99049775e-02
 2.64819536e-15 9.60095022e-01 1.03060444e-16]"	12.800689697265625
636	0.29442851074827714	[0.060000000000000005, 0.16999999999999998, 0.0]	[5.05835709e-01 0.00000000e+00 1.11961779e-16]	"[0.00000000e+00 1.14028954e-16 0.00000000e+00 2.49334854e-01
 7.50665146e-01 0.00000000e+00 4.35859336e-16]"	16.06633496284485
637	0.29849831326214515	[0.060000000000000005, 0.16999999999999998, 0.01]	[5.70988014e-01 5.15340175e-17 0.00000000e+00]	"[1.22646473e-18 3.08521785e-17 1.36503230e-23 1.70825344e-01
 4.55054343e-01 3.74120313e-01 2.71814209e-17]"	19.02167248725891
638	0.30206344650694983	[0.060000000000000005, 0.16999999999999998, 0.02]	[1.00000000e+00 2.34289181e-16 0.00000000e+00]	"[1.04347656e-16 2.43650029e-18 2.53609269e-18 4.77446181e-02
 8.60943141e-15 9.52255383e-01 3.04464731e-18]"	24.62459135055542
639	0.2981416867002514	[0.060000000000000005, 0.17999999999999997, 0.0]	[5.05939638e-01 1.10378587e-16 0.00000000e+00]	"[5.57002456e-17 1.93616331e-16 1.18908665e-16 2.55604077e-01
 7.44395923e-01 2.01790311e-10 0.00000000e+00]"	14.029120683670044
640	0.3018922628562385	[0.060000000000000005, 0.17999999999999997, 0.01]	[9.99995616e-01 1.06530474e-16 2.19567562e-16]	"[2.57301686e-16 1.21129692e-16 3.00732909e-16 5.11327300e-02
 3.93070426e-15 9.48867270e-01 5.55804385e-18]"	14.005526304244995
641	0.3052737166167842	[0.060000000000000005, 0.17999999999999997, 0.02]	[1. 0. 0.]	"[1.65395106e-16 1.34510270e-16 2.77271642e-17 5.50962876e-02
 0.00000000e+00 9.44903712e-01 7.61344461e-17]"	15.13429856300354
642	0.301668546042778	[0.060000000000000005, 0.18999999999999995, 0.0]	[5.67585434e-01 1.05673136e-16 0.00000000e+00]	"[5.76755689e-16 3.70919102e-17 2.79511068e-16 1.83802975e-01
 4.62676773e-01 3.53520251e-01 0.00000000e+00]"	14.554310321807861
643	0.3050778418975326	[0.060000000000000005, 0.18999999999999995, 0.01]	[1.00000000e+00 2.75356690e-16 3.86968093e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 5.85067700e-02
 0.00000000e+00 9.41493230e-01 4.66037019e-17]"	18.7252836227417
644	0.3082863983921327	[0.060000000000000005, 0.18999999999999995, 0.02]	[1.00000000e+00 3.32404025e-16 2.20855821e-16]	"[3.29119629e-17 1.87639564e-16 9.84423503e-18 6.20611213e-02
 4.93716014e-17 9.37938879e-01 0.00000000e+00]"	18.314297676086426
645	0.30486949807136654	[0.060000000000000005, 0.19999999999999996, 0.0]	[1.00000000e+00 1.10106618e-16 3.87373951e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 6.19281150e-02
 8.62515461e-10 9.38071884e-01 8.04424345e-17]"	24.796687364578247
646	0.30806731417253647	[0.060000000000000005, 0.19999999999999996, 0.01]	[1. 0. 0.]	"[1.69818390e-16 1.76293724e-16 1.44300600e-16 6.54377193e-02
 6.11587478e-17 9.34562281e-01 1.47264138e-16]"	21.140872955322266
647	0.31110796752737263	[0.060000000000000005, 0.19999999999999996, 0.02]	[9.99998031e-01 5.66461629e-17 6.10027409e-16]	"[0.         0.         0.         0.06869167 0.         0.93130833
 0.        ]"	16.491307497024536
648	0.3078358813824225	[0.060000000000000005, 0.20999999999999996, 0.0]	[0.99999962 0.         0.        ]	"[1.17304308e-14 3.22037430e-15 4.70981575e-15 6.88394812e-02
 5.96459431e-14 9.31160519e-01 3.32418324e-15]"	18.234195947647095
649	0.3108670332919856	[0.060000000000000005, 0.20999999999999996, 0.01]	[9.99994373e-01 3.92636797e-16 2.22049625e-16]	"[7.22861197e-17 2.46913480e-17 6.31856357e-17 7.20307705e-02
 9.43916296e-17 9.27969230e-01 1.59904508e-16]"	18.944331884384155
650	0.31374424901908504	[0.060000000000000005, 0.20999999999999996, 0.02]	[1.00000000e+00 0.00000000e+00 1.11202709e-16]	"[0.         0.         0.         0.07497141 0.         0.92502859
 0.        ]"	17.57984161376953
651	0.3106138585208305	[0.060000000000000005, 0.21999999999999995, 0.0]	[1.00000000e+00 0.00000000e+00 2.77964021e-16]	"[9.30416573e-18 8.02392153e-20 4.46791253e-19 7.53622908e-02
 6.52211871e-15 9.24637707e-01 0.00000000e+00]"	13.951341390609741
652	0.313482718464465	[0.060000000000000005, 0.21999999999999995, 0.01]	[1.00000000e+00 2.21257584e-16 5.51317286e-17]	"[1.76057707e-16 3.27816159e-16 3.42097185e-16 7.82525568e-02
 3.25999215e-15 9.21747443e-01 0.00000000e+00]"	15.509281873703003
653	0.3162005044922121	[0.060000000000000005, 0.21999999999999995, 0.02]	[0.99999639 0.         0.        ]	"[7.75656965e-17 0.00000000e+00 0.00000000e+00 8.09119060e-02
 5.30002720e-16 9.19088087e-01 4.51975119e-19]"	12.573259115219116
654	0.31320904413688017	[0.060000000000000005, 0.22999999999999995, 0.0]	[1.00000000e+00 2.18755819e-16 0.00000000e+00]	"[0.00000000e+00 2.49997408e-22 0.00000000e+00 8.15982172e-02
 9.22538161e-20 9.18401779e-01 7.56300683e-16]"	14.242797374725342
655	0.3159195374875189	[0.060000000000000005, 0.22999999999999995, 0.01]	[9.99998588e-01 1.05402940e-16 1.11765846e-16]	"[1.22967621e-20 8.62989328e-17 0.00000000e+00 8.41919337e-02
 6.54207858e-15 9.15808065e-01 2.73720961e-20]"	13.422098875045776
656	0.31848149338845644	[0.060000000000000005, 0.22999999999999995, 0.02]	[1.00000000e+00 1.12844257e-16 4.93038066e-32]	"[1.10365797e-16 1.22350468e-17 1.75741222e-17 8.65808666e-02
 1.49929243e-14 9.13419133e-01 1.30273343e-17]"	18.255454063415527
657	0.31562651313396034	[0.060000000000000005, 0.23999999999999994, 0.0]	[9.99998059e-01 1.15772267e-16 1.11969294e-16]	"[9.58163071e-15 1.21216891e-14 1.56380843e-14 8.74869724e-02
 1.81569716e-12 9.12513028e-01 0.00000000e+00]"	14.251206874847412
658	0.31818217560601925	[0.060000000000000005, 0.23999999999999994, 0.01]	[1.0000000e+00 4.4909663e-16 0.0000000e+00]	"[0.         0.         0.         0.08981625 0.         0.91018375
 0.        ]"	22.58343768119812
659	0.3205915549860316	[0.060000000000000005, 0.23999999999999994, 0.02]	[0.99999944 0.         0.        ]	"[1.71008138e-20 1.71008138e-20 7.32892021e-21 9.19438645e-02
 6.44928536e-15 9.08056136e-01 4.86061585e-18]"	16.219919204711914
660	0.3178708752095724	[0.060000000000000005, 0.24999999999999992, 0.0]	[1.0000000e+00 1.1329263e-16 0.0000000e+00]	"[1.72187360e-20 4.62032624e-17 1.20609725e-17 9.30790397e-02
 6.30175458e-17 9.06920962e-01 2.53585494e-20]"	37.29406428337097
661	0.32027489720428043	[0.060000000000000005, 0.24999999999999992, 0.01]	[9.99996078e-01 3.91928680e-16 2.76129142e-16]	"[7.70996744e-17 4.59480573e-20 0.00000000e+00 9.51923185e-02
 0.00000000e+00 9.04807680e-01 8.57659640e-17]"	13.021119356155396
662	0.3225346370238856	[0.060000000000000005, 0.24999999999999992, 0.02]	[9.99996470e-01 6.89688207e-16 2.25131864e-16]	"[2.19387346e-16 3.66503344e-17 1.14662318e-16 9.70574857e-02
 4.03485302e-17 9.02942514e-01 0.00000000e+00]"	19.003618001937866
663	0.3199463245153364	[0.060000000000000005, 0.2599999999999999, 0.0]	[9.99998016e-01 1.22319612e-16 5.02859194e-16]	"[8.49414042e-17 0.00000000e+00 0.00000000e+00 9.84161008e-02
 0.00000000e+00 9.01583899e-01 0.00000000e+00]"	17.775875568389893
664	0.32220158822692446	[0.060000000000000005, 0.2599999999999999, 0.01]	[0.99999522 0.         0.        ]	"[0.00000000e+00 1.84370824e-16 0.00000000e+00 1.00279443e-01
 1.11028849e-16 8.99720557e-01 0.00000000e+00]"	18.28979182243347
665	0.3243143494925037	[0.060000000000000005, 0.2599999999999999, 0.02]	[9.99998324e-01 8.35687658e-16 9.02976532e-16]	"[1.61695849e-16 6.08549072e-16 7.87425634e-20 1.01900796e-01
 2.98874177e-15 8.98099204e-01 3.93712817e-20]"	13.721325397491455
666	0.3218566856007669	[0.060000000000000005, 0.2699999999999999, 0.0]	[1.00000000e+00 2.63078864e-16 7.90790994e-16]	"[6.94572840e-13 7.56674812e-13 1.00652323e-12 1.03449173e-01
 1.52753158e-10 8.96550827e-01 4.93514976e-16]"	14.35511827468872
667	0.32396580508647455	[0.060000000000000005, 0.2699999999999999, 0.01]	[1.00000000e+00 2.80645026e-16 1.66533454e-16]	"[1.65811881e-16 1.76370702e-20 1.67148180e-16 1.05053018e-01
 3.88337522e-16 8.94946981e-01 3.85929203e-20]"	16.655785083770752
668	0.32593400041370146	[0.060000000000000005, 0.2699999999999999, 0.02]	[1.00000000e+00 0.00000000e+00 3.39483855e-16]	"[0.         0.         0.         0.10644494 0.         0.89355506
 0.        ]"	15.754593133926392
669	0.32360546165080567	[0.060000000000000005, 0.2799999999999999, 0.0]	[9.99998133e-01 3.42991288e-16 4.87446765e-17]	"[0.         0.         0.         0.10826311 0.         0.89173689
 0.        ]"	12.70028805732727
670	0.3255708063319133	[0.060000000000000005, 0.2799999999999999, 0.01]	[9.99997684e-01 6.80689329e-16 0.00000000e+00]	"[1.10246066e-17 3.53777411e-17 5.94044331e-17 1.09643833e-01
 2.49984201e-17 8.90356167e-01 5.48910784e-17]"	17.172806978225708
671	0.32739662174224493	[0.060000000000000005, 0.2799999999999999, 0.02]	[1. 0. 0.]	"[1.92002256e-16 5.26866094e-16 2.65426481e-16 1.10879456e-01
 1.76471901e-13 8.89120543e-01 3.98791346e-16]"	20.274198293685913
672	0.32519586334735456	[0.060000000000000005, 0.2899999999999999, 0.0]	[9.99998693e-01 0.00000000e+00 3.40716085e-16]	"[0.00000000e+00 5.61694371e-17 2.04992026e-16 1.12827990e-01
 0.00000000e+00 8.87172010e-01 1.09621679e-16]"	12.039082288742065
673	0.3270195850775017	[0.060000000000000005, 0.2899999999999999, 0.01]	[9.99999604e-01 3.83070619e-16 0.00000000e+00]	"[4.6129395e-16 0.0000000e+00 0.0000000e+00 1.1401598e-01 0.0000000e+00
 8.8598402e-01 0.0000000e+00]"	19.667499542236328
674	0.32870500618588283	[0.060000000000000005, 0.2899999999999999, 0.02]	[9.99996465e-01 6.52026674e-16 4.54852056e-16]	"[7.46754066e-16 9.99057099e-17 6.61677146e-17 1.15003600e-01
 0.00000000e+00 8.84996400e-01 0.00000000e+00]"	16.99474859237671
675	0.3266308406931153	[0.060000000000000005, 0.29999999999999993, 0.0]	[9.99999501e-01 2.75967617e-16 0.00000000e+00]	"[0.00000000e+00 1.85188833e-17 0.00000000e+00 1.17152418e-01
 8.01463276e-17 8.82847582e-01 0.00000000e+00]"	20.13126015663147
676	0.32831489263804087	[0.060000000000000005, 0.29999999999999993, 0.01]	[1.00000000e+00 1.94908162e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 4.24750462e-17 1.18128574e-01
 5.34765773e-18 8.81871426e-01 1.67471263e-19]"	17.68329381942749
677	0.3298617220875082	[0.060000000000000005, 0.29999999999999993, 0.02]	[1.00000000e+00 3.38027919e-16 1.13970703e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.18950542e-01
 0.00000000e+00 8.81049458e-01 1.91992100e-16]"	10.69191312789917
678	0.32791310930344963	[0.060000000000000005, 0.30999999999999994, 0.0]	[1.00000000e+00 4.70689697e-16 2.28252166e-16]	"[1.37673364e-16 5.35143150e-16 4.20273344e-16 1.21321937e-01
 7.45705135e-15 8.78678063e-01 5.31254511e-17]"	12.742136716842651
679	0.32945926409200776	[0.060000000000000005, 0.30999999999999994, 0.01]	[0.99999682 0.         0.        ]	"[0.00000000e+00 1.17205369e-16 0.00000000e+00 1.22053980e-01
 1.06686252e-16 8.77946020e-01 9.53349670e-18]"	20.215463876724243
680	0.33086913665122164	[0.060000000000000005, 0.30999999999999994, 0.02]	[0.99999731 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.22670108e-01
 0.00000000e+00 8.77329892e-01 1.55863280e-14]"	13.802941083908081
681	0.3290451676000278	[0.060000000000000005, 0.3199999999999999, 0.0]	[0.99999819 0.         0.        ]	"[2.21941747e-14 6.33533998e-18 3.20478240e-17 1.25198090e-01
 1.36715388e-13 8.74801909e-01 7.74089476e-14]"	19.629865646362305
682	0.33045503660574704	[0.060000000000000005, 0.3199999999999999, 0.01]	[1.00000000e+00 8.32056319e-17 0.00000000e+00]	"[0.         0.         0.         0.12577717 0.         0.87422283
 0.        ]"	19.453210592269897
683	0.33172943357555007	[0.060000000000000005, 0.3199999999999999, 0.02]	[1.00000000e+00 6.85107871e-16 1.63105681e-16]	"[3.09567792e-17 7.72487123e-18 8.48620341e-18 1.26224125e-01
 1.33488134e-16 8.73775875e-01 8.80412588e-17]"	22.91643190383911
684	0.3300293322478616	[0.060000000000000005, 0.32999999999999985, 0.0]	[1. 0. 0.]	"[1.04599833e-20 1.99336320e-20 2.44250918e-17 1.28913861e-01
 9.53633349e-20 8.71086120e-01 2.10773223e-16]"	11.690778493881226
685	0.3313043670653738	[0.060000000000000005, 0.32999999999999985, 0.01]	[0.99999838 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.29306165e-01
 0.00000000e+00 8.70693835e-01 3.55156262e-14]"	21.081664323806763
686	0.3324446284165259	[0.060000000000000005, 0.32999999999999985, 0.02]	[9.99993415e-01 7.84538799e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.29567343e-01
 7.24534560e-15 8.70432657e-01 1.03123540e-17]"	15.127721309661865
687	0.33086771423741185	[0.060000000000000005, 0.33999999999999986, 0.0]	[9.99998497e-01 6.33845126e-16 6.89198703e-16]	"[4.32815234e-17 0.00000000e+00 0.00000000e+00 1.32458017e-01
 0.00000000e+00 8.67541983e-01 5.26533153e-16]"	11.327585935592651
688	0.3320092470475283	[0.060000000000000005, 0.33999999999999986, 0.01]	[1.00000000e+00 3.94385655e-16 0.00000000e+00]	"[1.78928274e-16 6.63661664e-18 1.21107243e-16 1.32642915e-01
 1.03052310e-17 8.67357085e-01 1.11110311e-16]"	18.018532276153564
689	0.333016581963541	[0.060000000000000005, 0.33999999999999986, 0.02]	[9.99998960e-01 5.79880686e-16 0.00000000e+00]	"[0.00000000e+00 7.12817454e-17 0.00000000e+00 1.32727852e-01
 4.38643083e-17 8.67272148e-01 6.18830963e-17]"	26.65231418609619
690	0.3315622970333184	[0.060000000000000005, 0.34999999999999987, 0.0]	[9.99999810e-01 5.93309313e-17 0.00000000e+00]	"[2.60772579e-18 2.96863784e-16 6.87112139e-16 1.35763278e-01
 2.19737549e-18 8.64236726e-01 1.83468092e-16]"	25.54968500137329
691	0.3325715183624194	[0.060000000000000005, 0.34999999999999987, 0.01]	[1.00000000e+00 3.48553542e-16 2.77555756e-16]	"[3.37420393e-16 6.00834935e-18 0.00000000e+00 1.35856993e-01
 2.31880523e-15 8.64143004e-01 3.70777887e-21]"	11.576598644256592
692	0.33344701233497936	[0.060000000000000005, 0.34999999999999987, 0.02]	[0.99999956 0.         0.        ]	"[2.75143731e-16 0.00000000e+00 6.19745870e-16 1.35738508e-01
 1.36200335e-14 8.64261492e-01 0.00000000e+00]"	12.804652690887451
693	0.3321148990374067	[0.060000000000000005, 0.3599999999999999, 0.0]	[9.99999468e-01 9.41026368e-16 4.61216708e-16]	"[7.84976379e-19 3.85533639e-17 2.00057188e-16 1.38920742e-01
 4.90236959e-17 8.61079258e-01 2.36905890e-16]"	30.690058946609497
694	0.3329928724845179	[0.060000000000000005, 0.3599999999999999, 0.01]	[9.99998892e-01 0.00000000e+00 4.93038066e-32]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.38781776e-01
 0.00000000e+00 8.61218224e-01 4.24846796e-17]"	16.751282691955566
695	0.3337375035454824	[0.060000000000000005, 0.3599999999999999, 0.02]	[1.00000000e+00 2.12994436e-16 4.93038066e-32]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.38522472e-01
 1.02496561e-14 8.61477528e-01 3.48539245e-16]"	13.407681703567505
696	0.33252719492874344	[0.060000000000000005, 0.3699999999999999, 0.0]	[1. 0. 0.]	"[1.55090195e-16 1.50143735e-17 2.88485860e-16 1.41868430e-01
 6.12139336e-13 8.58131570e-01 3.98672002e-15]"	17.231719493865967
697	0.333274885051482	[0.060000000000000005, 0.3699999999999999, 0.01]	[9.99997905e-01 2.87908167e-16 0.00000000e+00]	"[1.35151937e-16 6.89077846e-17 2.10919050e-16 1.41581907e-01
 2.14863637e-18 8.58418093e-01 0.00000000e+00]"	15.02593994140625
698	0.3338895184116847	[0.060000000000000005, 0.3699999999999999, 0.02]	[1. 0. 0.]	"[3.11617207e-20 0.00000000e+00 3.90574014e-16 1.41151856e-01
 5.42084659e-20 8.58848144e-01 1.03329171e-16]"	16.569462060928345
699	0.3328007385485327	[0.060000000000000005, 0.3799999999999999, 0.0]	[0.99999988 0.         0.        ]	"[4.33352075e-15 2.97470472e-15 4.60795318e-15 1.44656426e-01
 5.20203832e-13 8.55343574e-01 0.00000000e+00]"	14.937714099884033
700	0.3334190001125078	[0.060000000000000005, 0.3799999999999999, 0.01]	[0.99999931 0.         0.        ]	"[3.49334500e-16 1.40889165e-16 2.46297371e-16 1.44242323e-01
 2.98622261e-15 8.55757677e-01 0.00000000e+00]"	15.169612646102905
701	0.3339044020878217	[0.060000000000000005, 0.3799999999999999, 0.02]	[9.99999586e-01 5.31526260e-17 1.66533454e-16]	"[1.30348377e-20 9.90671232e-18 0.00000000e+00 1.43641975e-01
 1.09767416e-15 8.56358025e-01 0.00000000e+00]"	15.654527425765991
702	0.3329369608674524	[0.060000000000000005, 0.3899999999999999, 0.0]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.47318516e-01
 3.06331971e-14 8.52681484e-01 6.18090896e-15]"	20.43989324569702
703	0.3334265506754275	[0.060000000000000005, 0.3899999999999999, 0.01]	[0.99999695 0.         0.        ]	"[5.32344115e-18 0.00000000e+00 2.65534194e-17 1.46716176e-01
 0.00000000e+00 8.53283824e-01 0.00000000e+00]"	19.55501389503479
704	0.3337833925201892	[0.060000000000000005, 0.3899999999999999, 0.02]	[1. 0. 0.]	"[4.52731347e-16 1.45911693e-16 3.68768083e-16 1.45954055e-01
 2.93254202e-18 8.54045945e-01 1.42871716e-20]"	12.359324932098389
705	0.33293718268072636	[0.060000000000000005, 0.3999999999999998, 0.0]	[1.00000000e+00 0.00000000e+00 4.64215009e-16]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.49786076e-01
 0.00000000e+00 8.50213924e-01 5.46821421e-16]"	12.625683546066284
706	0.33329876525860996	[0.060000000000000005, 0.3999999999999998, 0.01]	[1. 0. 0.]	"[5.56187400e-17 0.00000000e+00 0.00000000e+00 1.48961856e-01
 2.03806013e-15 8.51038144e-01 0.00000000e+00]"	11.53734540939331
707	0.33352762488820487	[0.060000000000000005, 0.3999999999999998, 0.02]	[1.00000000e+00 5.55111512e-17 0.00000000e+00]	"[3.12878673e-17 2.12326265e-17 4.07884455e-17 1.48102441e-01
 5.93284074e-18 8.51897558e-01 3.30899577e-17]"	12.89833927154541
708	0.33280261826852525	[0.060000000000000005, 0.4099999999999998, 0.0]	[1. 0. 0.]	"[0.00000000e+00 6.06993409e-18 8.91780479e-17 1.52116895e-01
 0.00000000e+00 8.47883105e-01 6.96858271e-17]"	14.64295506477356
709	0.33303676119961195	[0.060000000000000005, 0.4099999999999998, 0.01]	[1.00000000e+00 0.00000000e+00 5.03809134e-17]	"[2.53820986e-15 2.19358250e-14 1.75106724e-14 1.51201505e-01
 7.65222430e-15 8.48798495e-01 1.92265590e-14]"	13.27428126335144
710	0.33313813551146454	[0.060000000000000005, 0.4099999999999998, 0.02]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.50130380e-01
 0.00000000e+00 8.49869620e-01 1.00212621e-16]"	17.34963846206665
711	0.3325343832601336	[0.060000000000000005, 0.4199999999999998, 0.0]	[1. 0. 0.]	"[1.93268373e-16 1.56388828e-16 1.76928702e-16 1.54295068e-01
 1.92070182e-15 8.45704932e-01 4.53311353e-20]"	11.286161661148071
712	0.3326415754851322	[0.060000000000000005, 0.4199999999999998, 0.01]	[1. 0. 0.]	"[0.00000000e+00 2.94091073e-17 1.39799552e-17 1.53205652e-01
 0.00000000e+00 8.46794348e-01 8.09451015e-17]"	14.079342365264893
713	0.3326158717264117	[0.060000000000000005, 0.4199999999999998, 0.02]	[1. 0. 0.]	"[7.37315676e-19 2.31566230e-17 8.92599961e-18 1.52007189e-01
 0.00000000e+00 8.47992811e-01 0.00000000e+00]"	15.326570510864258
714	0.33213349778314405	[0.060000000000000005, 0.4299999999999998, 0.0]	[0.99999973 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 2.16352811e-17 1.56292815e-01
 0.00000000e+00 8.43707185e-01 0.00000000e+00]"	10.668214559555054
715	0.3321141439548527	[0.060000000000000005, 0.4299999999999998, 0.01]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.55069448e-01
 0.00000000e+00 8.44930552e-01 1.91721011e-16]"	15.11286211013794
716	0.3319616895737766	[0.060000000000000005, 0.4299999999999998, 0.02]	[0.9999981 0.        0.       ]	"[2.41448902e-16 5.85661159e-16 1.34461989e-16 1.53696812e-01
 5.87735976e-16 8.46303188e-01 3.47044662e-16]"	17.42319369316101
717	0.33160089377720386	[0.060000000000000005, 0.43999999999999984, 0.0]	[0.99999932 0.         0.        ]	"[1.27044399e-16 0.00000000e+00 3.43050634e-17 1.58136539e-01
 1.56480171e-15 8.41863461e-01 6.38118106e-17]"	15.973714113235474
718	0.3314553176474627	[0.060000000000000005, 0.43999999999999984, 0.01]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.56782048e-01
 0.00000000e+00 8.43217952e-01 1.17257278e-16]"	16.016444206237793
719	0.33117636147853113	[0.060000000000000005, 0.43999999999999984, 0.02]	[1. 0. 0.]	"[3.68510876e-17 0.00000000e+00 0.00000000e+00 1.55244256e-01
 0.00000000e+00 8.44755744e-01 0.00000000e+00]"	24.31324529647827
